Drug1,Drug2,cell,drug1_db,drug2_db,synergy
LAPATINIB,TOPOTECAN,A2780,DB01259,DB01030,10.49115893
LAPATINIB,TOPOTECAN,A375,DB01259,DB01030,-1.765935212
LAPATINIB,TOPOTECAN,CAOV3,DB01259,DB01030,5.676881419
LAPATINIB,TOPOTECAN,DLD1,DB01259,DB01030,15.32468892
LAPATINIB,TOPOTECAN,ES2,DB01259,DB01030,3.00824875
LAPATINIB,TOPOTECAN,HCT116,DB01259,DB01030,-7.225650389
LAPATINIB,TOPOTECAN,HT144,DB01259,DB01030,10.13137384
LAPATINIB,TOPOTECAN,HT29,DB01259,DB01030,-12.56524254
LAPATINIB,TOPOTECAN,KPL1,DB01259,DB01030,17.99434732
LAPATINIB,TOPOTECAN,LOVO,DB01259,DB01030,26.61682989
LAPATINIB,TOPOTECAN,MDAMB436,DB01259,DB01030,-0.994273666
LAPATINIB,TOPOTECAN,NCIH1650,DB01259,DB01030,14.00437482
LAPATINIB,TOPOTECAN,NCIH2122,DB01259,DB01030,20.96251393
LAPATINIB,TOPOTECAN,NCIH23,DB01259,DB01030,23.14219149
LAPATINIB,TOPOTECAN,NCIH460,DB01259,DB01030,5.064097298
LAPATINIB,TOPOTECAN,NCIH520,DB01259,DB01030,-2.305857146
LAPATINIB,TOPOTECAN,OV90,DB01259,DB01030,-12.15200977
LAPATINIB,TOPOTECAN,RKO,DB01259,DB01030,15.9734853
LAPATINIB,TOPOTECAN,RPMI7951,DB01259,DB01030,9.194464369
LAPATINIB,TOPOTECAN,SKMEL30,DB01259,DB01030,5.9429963
LAPATINIB,TOPOTECAN,SKMES1,DB01259,DB01030,12.21467857
LAPATINIB,TOPOTECAN,SKOV3,DB01259,DB01030,-10.91761431
LAPATINIB,TOPOTECAN,SW620,DB01259,DB01030,14.10049069
LAPATINIB,TOPOTECAN,SW837,DB01259,DB01030,15.93731839
LAPATINIB,TOPOTECAN,T47D,DB01259,DB01030,-5.738539865
LAPATINIB,TOPOTECAN,UACC62,DB01259,DB01030,0.288549849
LAPATINIB,TOPOTECAN,VCAP,DB01259,DB01030,17.90068116
LAPATINIB,TOPOTECAN,ZR751,DB01259,DB01030,42.33789748
METFORMIN,ABT-888,A2058,DB00331,DB07232,8.236009194
METFORMIN,ABT-888,A2780,DB00331,DB07232,-0.383516642
METFORMIN,ABT-888,A375,DB00331,DB07232,-9.09284686
METFORMIN,ABT-888,CAOV3,DB00331,DB07232,1.586443191
METFORMIN,ABT-888,DLD1,DB00331,DB07232,-2.18121588
METFORMIN,ABT-888,ES2,DB00331,DB07232,-11.1880301
METFORMIN,ABT-888,HCT116,DB00331,DB07232,-0.455075086
METFORMIN,ABT-888,HT144,DB00331,DB07232,-7.006615078
METFORMIN,ABT-888,HT29,DB00331,DB07232,-2.851690445
METFORMIN,ABT-888,KPL1,DB00331,DB07232,-11.52682193
METFORMIN,ABT-888,LOVO,DB00331,DB07232,-5.391053691
METFORMIN,ABT-888,MDAMB436,DB00331,DB07232,1.04121199
METFORMIN,ABT-888,NCIH1650,DB00331,DB07232,-7.394707868
METFORMIN,ABT-888,NCIH2122,DB00331,DB07232,-5.356283129
METFORMIN,ABT-888,NCIH23,DB00331,DB07232,-3.198115412
METFORMIN,ABT-888,NCIH460,DB00331,DB07232,-3.316902804
METFORMIN,ABT-888,NCIH520,DB00331,DB07232,-2.912708287
METFORMIN,ABT-888,OV90,DB00331,DB07232,2.611047227
METFORMIN,ABT-888,RKO,DB00331,DB07232,-4.94638389
METFORMIN,ABT-888,RPMI7951,DB00331,DB07232,-10.68107062
METFORMIN,ABT-888,SKMEL30,DB00331,DB07232,-3.061546335
METFORMIN,ABT-888,SKMES1,DB00331,DB07232,5.505512069
METFORMIN,ABT-888,SKOV3,DB00331,DB07232,-1.536473725
METFORMIN,ABT-888,SW620,DB00331,DB07232,-3.009638086
METFORMIN,ABT-888,SW837,DB00331,DB07232,-24.12093675
METFORMIN,ABT-888,T47D,DB00331,DB07232,-24.07164482
METFORMIN,ABT-888,UACC62,DB00331,DB07232,-8.285234297
METFORMIN,ABT-888,VCAP,DB00331,DB07232,-11.9249777
METFORMIN,ABT-888,ZR751,DB00331,DB07232,-16.56767209
METFORMIN,BORTEZOMIB,A2058,DB00331,DB00188,-20.46692309
METFORMIN,BORTEZOMIB,A2780,DB00331,DB00188,-16.41071723
METFORMIN,BORTEZOMIB,A375,DB00331,DB00188,9.495895501
METFORMIN,BORTEZOMIB,CAOV3,DB00331,DB00188,-8.027102483
METFORMIN,BORTEZOMIB,DLD1,DB00331,DB00188,7.188979235
METFORMIN,BORTEZOMIB,ES2,DB00331,DB00188,2.022879161
METFORMIN,BORTEZOMIB,HCT116,DB00331,DB00188,-3.264920089
METFORMIN,BORTEZOMIB,HT144,DB00331,DB00188,-7.950118811
METFORMIN,BORTEZOMIB,HT29,DB00331,DB00188,-18.44897928
METFORMIN,BORTEZOMIB,KPL1,DB00331,DB00188,-31.53664838
METFORMIN,BORTEZOMIB,LOVO,DB00331,DB00188,-3.955374776
METFORMIN,BORTEZOMIB,MDAMB436,DB00331,DB00188,-4.641525683
METFORMIN,BORTEZOMIB,NCIH1650,DB00331,DB00188,-31.13257721
METFORMIN,BORTEZOMIB,NCIH2122,DB00331,DB00188,0.348993994
METFORMIN,BORTEZOMIB,NCIH23,DB00331,DB00188,-7.733340214
METFORMIN,BORTEZOMIB,NCIH460,DB00331,DB00188,-4.784684489
METFORMIN,BORTEZOMIB,NCIH520,DB00331,DB00188,-17.21462959
METFORMIN,BORTEZOMIB,OV90,DB00331,DB00188,-4.328188897
METFORMIN,BORTEZOMIB,RKO,DB00331,DB00188,-19.69298483
METFORMIN,BORTEZOMIB,RPMI7951,DB00331,DB00188,-6.232074096
METFORMIN,BORTEZOMIB,SKMEL30,DB00331,DB00188,-8.589077393
METFORMIN,BORTEZOMIB,SKMES1,DB00331,DB00188,-8.973387286
METFORMIN,BORTEZOMIB,SKOV3,DB00331,DB00188,-14.75381792
METFORMIN,BORTEZOMIB,SW620,DB00331,DB00188,-5.089268095
METFORMIN,BORTEZOMIB,SW837,DB00331,DB00188,-4.479404653
METFORMIN,BORTEZOMIB,T47D,DB00331,DB00188,-8.762215376
METFORMIN,BORTEZOMIB,UACC62,DB00331,DB00188,-9.218056733
METFORMIN,BORTEZOMIB,VCAP,DB00331,DB00188,-18.12776366
METFORMIN,BORTEZOMIB,ZR751,DB00331,DB00188,-21.04432716
METFORMIN,DASATINIB,A2058,DB00331,DB01254,17.03147015
METFORMIN,DASATINIB,A2780,DB00331,DB01254,26.01895977
METFORMIN,DASATINIB,A375,DB00331,DB01254,-5.260885506
METFORMIN,DASATINIB,CAOV3,DB00331,DB01254,-0.673257562
METFORMIN,DASATINIB,DLD1,DB00331,DB01254,5.904055325
METFORMIN,DASATINIB,ES2,DB00331,DB01254,-8.047696111
METFORMIN,DASATINIB,HCT116,DB00331,DB01254,-31.91073337
METFORMIN,DASATINIB,HT144,DB00331,DB01254,-38.9127885
METFORMIN,DASATINIB,HT29,DB00331,DB01254,9.301433065
METFORMIN,DASATINIB,KPL1,DB00331,DB01254,7.524775618
METFORMIN,DASATINIB,LOVO,DB00331,DB01254,22.8819116
METFORMIN,DASATINIB,MDAMB436,DB00331,DB01254,20.70363382
METFORMIN,DASATINIB,NCIH1650,DB00331,DB01254,19.54259234
METFORMIN,DASATINIB,NCIH2122,DB00331,DB01254,-65.77770455
METFORMIN,DASATINIB,NCIH23,DB00331,DB01254,-7.933967421
METFORMIN,DASATINIB,NCIH460,DB00331,DB01254,2.949265696
METFORMIN,DASATINIB,NCIH520,DB00331,DB01254,23.63362329
METFORMIN,DASATINIB,OV90,DB00331,DB01254,-3.987900895
METFORMIN,DASATINIB,RKO,DB00331,DB01254,7.501148204
METFORMIN,DASATINIB,RPMI7951,DB00331,DB01254,5.268334177
METFORMIN,DASATINIB,SKMEL30,DB00331,DB01254,-24.72586416
METFORMIN,DASATINIB,SKMES1,DB00331,DB01254,-1.160666563
METFORMIN,DASATINIB,SKOV3,DB00331,DB01254,-7.652046791
METFORMIN,DASATINIB,SW620,DB00331,DB01254,9.523790233
METFORMIN,DASATINIB,SW837,DB00331,DB01254,11.41692448
METFORMIN,DASATINIB,T47D,DB00331,DB01254,13.13202974
METFORMIN,DASATINIB,UACC62,DB00331,DB01254,-0.704147366
METFORMIN,DASATINIB,VCAP,DB00331,DB01254,13.46281268
METFORMIN,DASATINIB,ZR751,DB00331,DB01254,-11.34910278
METFORMIN,ERLOTINIB,A2058,DB00331,DB00530,4.938842497
METFORMIN,ERLOTINIB,A2780,DB00331,DB00530,0.697900831
METFORMIN,ERLOTINIB,A375,DB00331,DB00530,1.017497138
METFORMIN,ERLOTINIB,CAOV3,DB00331,DB00530,-11.10387958
METFORMIN,ERLOTINIB,DLD1,DB00331,DB00530,7.609557104
METFORMIN,ERLOTINIB,ES2,DB00331,DB00530,-7.611044372
METFORMIN,ERLOTINIB,HCT116,DB00331,DB00530,-1.254756126
METFORMIN,ERLOTINIB,HT144,DB00331,DB00530,-3.472860371
METFORMIN,ERLOTINIB,HT29,DB00331,DB00530,-2.76787743
METFORMIN,ERLOTINIB,KPL1,DB00331,DB00530,8.956602076
METFORMIN,ERLOTINIB,LOVO,DB00331,DB00530,2.917968387
METFORMIN,ERLOTINIB,MDAMB436,DB00331,DB00530,4.721766832
METFORMIN,ERLOTINIB,NCIH1650,DB00331,DB00530,-12.14055499
METFORMIN,ERLOTINIB,NCIH2122,DB00331,DB00530,1.367674062
METFORMIN,ERLOTINIB,NCIH23,DB00331,DB00530,-10.73994038
METFORMIN,ERLOTINIB,NCIH460,DB00331,DB00530,-4.398577101
METFORMIN,ERLOTINIB,NCIH520,DB00331,DB00530,-5.796278489
METFORMIN,ERLOTINIB,OV90,DB00331,DB00530,-9.942621259
METFORMIN,ERLOTINIB,RKO,DB00331,DB00530,-12.16139013
METFORMIN,ERLOTINIB,RPMI7951,DB00331,DB00530,0.312662978
METFORMIN,ERLOTINIB,SKMEL30,DB00331,DB00530,-6.196866448
METFORMIN,ERLOTINIB,SKMES1,DB00331,DB00530,5.509103778
METFORMIN,ERLOTINIB,SKOV3,DB00331,DB00530,2.5466599
METFORMIN,ERLOTINIB,SW620,DB00331,DB00530,-7.55506408
METFORMIN,ERLOTINIB,SW837,DB00331,DB00530,13.8755382
METFORMIN,ERLOTINIB,T47D,DB00331,DB00530,22.87497244
METFORMIN,ERLOTINIB,UACC62,DB00331,DB00530,10.33444619
METFORMIN,ERLOTINIB,VCAP,DB00331,DB00530,1.926978944
METFORMIN,ERLOTINIB,ZR751,DB00331,DB00530,11.20210466
METFORMIN,GELDANAMYCIN,A2058,DB00331,DB02424,3.126791512
METFORMIN,GELDANAMYCIN,A2780,DB00331,DB02424,-11.48486153
METFORMIN,GELDANAMYCIN,A375,DB00331,DB02424,-3.00240968
METFORMIN,GELDANAMYCIN,CAOV3,DB00331,DB02424,-13.89930511
METFORMIN,GELDANAMYCIN,DLD1,DB00331,DB02424,0.442827316
METFORMIN,GELDANAMYCIN,ES2,DB00331,DB02424,-14.91922498
METFORMIN,GELDANAMYCIN,HCT116,DB00331,DB02424,-0.566734268
METFORMIN,GELDANAMYCIN,HT144,DB00331,DB02424,-13.93989251
METFORMIN,GELDANAMYCIN,HT29,DB00331,DB02424,-10.55194736
METFORMIN,GELDANAMYCIN,KPL1,DB00331,DB02424,-12.12358589
METFORMIN,GELDANAMYCIN,LOVO,DB00331,DB02424,-14.01295594
METFORMIN,GELDANAMYCIN,MDAMB436,DB00331,DB02424,1.718893861
METFORMIN,GELDANAMYCIN,NCIH1650,DB00331,DB02424,-8.876418764
METFORMIN,GELDANAMYCIN,NCIH2122,DB00331,DB02424,-11.34394095
METFORMIN,GELDANAMYCIN,NCIH23,DB00331,DB02424,-14.94304843
METFORMIN,GELDANAMYCIN,NCIH460,DB00331,DB02424,-5.124719072
METFORMIN,GELDANAMYCIN,NCIH520,DB00331,DB02424,-4.356456828
METFORMIN,GELDANAMYCIN,OV90,DB00331,DB02424,-16.80050416
METFORMIN,GELDANAMYCIN,RKO,DB00331,DB02424,-10.92224151
METFORMIN,GELDANAMYCIN,RPMI7951,DB00331,DB02424,-18.33544803
METFORMIN,GELDANAMYCIN,SKMEL30,DB00331,DB02424,-4.324910107
METFORMIN,GELDANAMYCIN,SKMES1,DB00331,DB02424,8.01383094
METFORMIN,GELDANAMYCIN,SKOV3,DB00331,DB02424,-15.06588144
METFORMIN,GELDANAMYCIN,SW620,DB00331,DB02424,-12.73848547
METFORMIN,GELDANAMYCIN,SW837,DB00331,DB02424,-13.00865844
METFORMIN,GELDANAMYCIN,T47D,DB00331,DB02424,-8.033921487
METFORMIN,GELDANAMYCIN,UACC62,DB00331,DB02424,-12.09323954
METFORMIN,GELDANAMYCIN,VCAP,DB00331,DB02424,-15.40444384
METFORMIN,GELDANAMYCIN,ZR751,DB00331,DB02424,-19.42750635
METFORMIN,LAPATINIB,A2058,DB00331,DB01259,10.74328688
METFORMIN,LAPATINIB,A2780,DB00331,DB01259,-2.174460877
METFORMIN,LAPATINIB,A375,DB00331,DB01259,-5.629217862
METFORMIN,LAPATINIB,CAOV3,DB00331,DB01259,7.24107989
METFORMIN,LAPATINIB,DLD1,DB00331,DB01259,1.851012792
METFORMIN,LAPATINIB,ES2,DB00331,DB01259,-8.444400298
METFORMIN,LAPATINIB,HCT116,DB00331,DB01259,5.306410337
METFORMIN,LAPATINIB,HT144,DB00331,DB01259,-2.1272973
METFORMIN,LAPATINIB,HT29,DB00331,DB01259,0.487330136
METFORMIN,LAPATINIB,KPL1,DB00331,DB01259,0.623824622
METFORMIN,LAPATINIB,LOVO,DB00331,DB01259,11.41634361
METFORMIN,LAPATINIB,MDAMB436,DB00331,DB01259,13.5379081
METFORMIN,LAPATINIB,NCIH1650,DB00331,DB01259,-9.445499442
METFORMIN,LAPATINIB,NCIH2122,DB00331,DB01259,2.381091758
METFORMIN,LAPATINIB,NCIH23,DB00331,DB01259,-8.834417466
METFORMIN,LAPATINIB,NCIH460,DB00331,DB01259,-7.018429352
METFORMIN,LAPATINIB,NCIH520,DB00331,DB01259,-7.110797906
METFORMIN,LAPATINIB,OV90,DB00331,DB01259,-13.89722716
METFORMIN,LAPATINIB,RKO,DB00331,DB01259,-3.25865034
METFORMIN,LAPATINIB,RPMI7951,DB00331,DB01259,4.747903743
METFORMIN,LAPATINIB,SKMEL30,DB00331,DB01259,-4.166109685
METFORMIN,LAPATINIB,SKMES1,DB00331,DB01259,0.077973965
METFORMIN,LAPATINIB,SKOV3,DB00331,DB01259,0.088452863
METFORMIN,LAPATINIB,SW620,DB00331,DB01259,-6.512916584
METFORMIN,LAPATINIB,SW837,DB00331,DB01259,15.44890423
METFORMIN,LAPATINIB,T47D,DB00331,DB01259,19.05652615
METFORMIN,LAPATINIB,UACC62,DB00331,DB01259,6.513343449
METFORMIN,LAPATINIB,VCAP,DB00331,DB01259,-4.993489262
METFORMIN,LAPATINIB,ZR751,DB00331,DB01259,20.68556508
METFORMIN,SORAFENIB,A2058,DB00331,DB00398,16.77560245
METFORMIN,SORAFENIB,A2780,DB00331,DB00398,5.400143838
METFORMIN,SORAFENIB,A375,DB00331,DB00398,13.368034
METFORMIN,SORAFENIB,CAOV3,DB00331,DB00398,-2.978858743
METFORMIN,SORAFENIB,DLD1,DB00331,DB00398,11.39668225
METFORMIN,SORAFENIB,ES2,DB00331,DB00398,4.653439493
METFORMIN,SORAFENIB,HCT116,DB00331,DB00398,9.915258776
METFORMIN,SORAFENIB,HT144,DB00331,DB00398,8.470108495
METFORMIN,SORAFENIB,HT29,DB00331,DB00398,1.843387247
METFORMIN,SORAFENIB,KPL1,DB00331,DB00398,-1.787536289
METFORMIN,SORAFENIB,LOVO,DB00331,DB00398,-3.263749395
METFORMIN,SORAFENIB,MDAMB436,DB00331,DB00398,4.111716874
METFORMIN,SORAFENIB,NCIH1650,DB00331,DB00398,4.55956473
METFORMIN,SORAFENIB,NCIH2122,DB00331,DB00398,7.185975528
METFORMIN,SORAFENIB,NCIH23,DB00331,DB00398,7.386728861
METFORMIN,SORAFENIB,NCIH460,DB00331,DB00398,10.07034244
METFORMIN,SORAFENIB,NCIH520,DB00331,DB00398,10.98804744
METFORMIN,SORAFENIB,OV90,DB00331,DB00398,8.27952233
METFORMIN,SORAFENIB,RKO,DB00331,DB00398,15.32760017
METFORMIN,SORAFENIB,RPMI7951,DB00331,DB00398,3.981416599
METFORMIN,SORAFENIB,SKMEL30,DB00331,DB00398,8.288801309
METFORMIN,SORAFENIB,SKMES1,DB00331,DB00398,15.8297482
METFORMIN,SORAFENIB,SKOV3,DB00331,DB00398,14.50827038
METFORMIN,SORAFENIB,SW620,DB00331,DB00398,10.22598691
METFORMIN,SORAFENIB,SW837,DB00331,DB00398,3.565509657
METFORMIN,SORAFENIB,T47D,DB00331,DB00398,9.988871139
METFORMIN,SORAFENIB,UACC62,DB00331,DB00398,8.633892086
METFORMIN,SORAFENIB,VCAP,DB00331,DB00398,7.44702246
METFORMIN,SORAFENIB,ZR751,DB00331,DB00398,-18.50403421
METFORMIN,SUNITINIB,A2058,DB00331,DB01268,7.388158405
METFORMIN,SUNITINIB,A2780,DB00331,DB01268,8.880945513
METFORMIN,SUNITINIB,A375,DB00331,DB01268,7.978172272
METFORMIN,SUNITINIB,CAOV3,DB00331,DB01268,1.676009134
METFORMIN,SUNITINIB,DLD1,DB00331,DB01268,5.519990981
METFORMIN,SUNITINIB,ES2,DB00331,DB01268,2.76662197
METFORMIN,SUNITINIB,HCT116,DB00331,DB01268,9.364537711
METFORMIN,SUNITINIB,HT144,DB00331,DB01268,-0.323460626
METFORMIN,SUNITINIB,HT29,DB00331,DB01268,5.933377893
METFORMIN,SUNITINIB,KPL1,DB00331,DB01268,8.879606005
METFORMIN,SUNITINIB,LOVO,DB00331,DB01268,1.199822329
METFORMIN,SUNITINIB,MDAMB436,DB00331,DB01268,4.417638022
METFORMIN,SUNITINIB,NCIH1650,DB00331,DB01268,5.722080744
METFORMIN,SUNITINIB,NCIH2122,DB00331,DB01268,3.972264382
METFORMIN,SUNITINIB,NCIH23,DB00331,DB01268,2.791097149
METFORMIN,SUNITINIB,NCIH460,DB00331,DB01268,-0.078163244
METFORMIN,SUNITINIB,NCIH520,DB00331,DB01268,11.18971251
METFORMIN,SUNITINIB,OV90,DB00331,DB01268,6.505214719
METFORMIN,SUNITINIB,RKO,DB00331,DB01268,8.650490033
METFORMIN,SUNITINIB,RPMI7951,DB00331,DB01268,-3.598395656
METFORMIN,SUNITINIB,SKMEL30,DB00331,DB01268,3.588776079
METFORMIN,SUNITINIB,SKMES1,DB00331,DB01268,6.073862943
METFORMIN,SUNITINIB,SKOV3,DB00331,DB01268,6.810232217
METFORMIN,SUNITINIB,SW620,DB00331,DB01268,2.934422192
METFORMIN,SUNITINIB,SW837,DB00331,DB01268,-7.606401486
METFORMIN,SUNITINIB,T47D,DB00331,DB01268,18.87622403
METFORMIN,SUNITINIB,UACC62,DB00331,DB01268,8.018641754
METFORMIN,SUNITINIB,VCAP,DB00331,DB01268,14.69403263
METFORMIN,SUNITINIB,ZR751,DB00331,DB01268,-9.124291476
METFORMIN,ZOLINZA,A2058,DB00331,DB02546,6.478402999
METFORMIN,ZOLINZA,A2780,DB00331,DB02546,7.43764152
METFORMIN,ZOLINZA,A375,DB00331,DB02546,3.35260004
METFORMIN,ZOLINZA,CAOV3,DB00331,DB02546,3.911608409
METFORMIN,ZOLINZA,DLD1,DB00331,DB02546,7.151684775
METFORMIN,ZOLINZA,ES2,DB00331,DB02546,-4.667402747
METFORMIN,ZOLINZA,HCT116,DB00331,DB02546,0.077992096
METFORMIN,ZOLINZA,HT144,DB00331,DB02546,-2.70673511
METFORMIN,ZOLINZA,HT29,DB00331,DB02546,11.19666082
METFORMIN,ZOLINZA,KPL1,DB00331,DB02546,2.983745371
METFORMIN,ZOLINZA,LOVO,DB00331,DB02546,1.45626137
METFORMIN,ZOLINZA,MDAMB436,DB00331,DB02546,5.055631233
METFORMIN,ZOLINZA,NCIH1650,DB00331,DB02546,7.312360596
METFORMIN,ZOLINZA,NCIH2122,DB00331,DB02546,5.546067575
METFORMIN,ZOLINZA,NCIH23,DB00331,DB02546,-5.788244081
METFORMIN,ZOLINZA,NCIH460,DB00331,DB02546,-4.584454212
METFORMIN,ZOLINZA,NCIH520,DB00331,DB02546,2.992297992
METFORMIN,ZOLINZA,OV90,DB00331,DB02546,3.060698
METFORMIN,ZOLINZA,RKO,DB00331,DB02546,8.397471564
METFORMIN,ZOLINZA,RPMI7951,DB00331,DB02546,5.136172152
METFORMIN,ZOLINZA,SKMEL30,DB00331,DB02546,2.422808858
METFORMIN,ZOLINZA,SKMES1,DB00331,DB02546,7.087994549
METFORMIN,ZOLINZA,SKOV3,DB00331,DB02546,15.11047437
METFORMIN,ZOLINZA,SW620,DB00331,DB02546,8.215289545
METFORMIN,ZOLINZA,SW837,DB00331,DB02546,6.904532043
METFORMIN,ZOLINZA,T47D,DB00331,DB02546,55.63110511
METFORMIN,ZOLINZA,UACC62,DB00331,DB02546,-1.488001614
METFORMIN,ZOLINZA,VCAP,DB00331,DB02546,22.24739726
METFORMIN,ZOLINZA,ZR751,DB00331,DB02546,-17.72204566
METHOTREXATE,ABT-888,A2058,DB00563,DB07232,-20.92611544
METHOTREXATE,ABT-888,A2780,DB00563,DB07232,-4.219367541
METHOTREXATE,ABT-888,A375,DB00563,DB07232,-7.551223353
METHOTREXATE,ABT-888,CAOV3,DB00563,DB07232,-2.404475577
METHOTREXATE,ABT-888,DLD1,DB00563,DB07232,4.750502252
METHOTREXATE,ABT-888,ES2,DB00563,DB07232,4.635311674
METHOTREXATE,ABT-888,HCT116,DB00563,DB07232,-21.65183373
METHOTREXATE,ABT-888,HT144,DB00563,DB07232,-0.032445275
METHOTREXATE,ABT-888,HT29,DB00563,DB07232,1.448785423
METHOTREXATE,ABT-888,KPL1,DB00563,DB07232,-1.71327251
METHOTREXATE,ABT-888,LOVO,DB00563,DB07232,-15.09554516
METHOTREXATE,ABT-888,MDAMB436,DB00563,DB07232,1.354225445
METHOTREXATE,ABT-888,NCIH1650,DB00563,DB07232,-8.966644609
METHOTREXATE,ABT-888,NCIH2122,DB00563,DB07232,7.799980559
METHOTREXATE,ABT-888,NCIH23,DB00563,DB07232,-7.564126857
METHOTREXATE,ABT-888,NCIH460,DB00563,DB07232,-12.68037651
METHOTREXATE,ABT-888,NCIH520,DB00563,DB07232,-5.030737169
METHOTREXATE,ABT-888,OV90,DB00563,DB07232,-5.954565928
METHOTREXATE,ABT-888,RKO,DB00563,DB07232,-19.58169784
METHOTREXATE,ABT-888,RPMI7951,DB00563,DB07232,13.4134956
METHOTREXATE,ABT-888,SKMEL30,DB00563,DB07232,16.10103716
METHOTREXATE,ABT-888,SKMES1,DB00563,DB07232,0.302172248
METHOTREXATE,ABT-888,SKOV3,DB00563,DB07232,-0.401220452
METHOTREXATE,ABT-888,SW620,DB00563,DB07232,-7.447236875
METHOTREXATE,ABT-888,SW837,DB00563,DB07232,8.080889694
METHOTREXATE,ABT-888,T47D,DB00563,DB07232,-31.86794075
METHOTREXATE,ABT-888,UACC62,DB00563,DB07232,2.354665449
METHOTREXATE,ABT-888,VCAP,DB00563,DB07232,4.615002795
METHOTREXATE,ABT-888,ZR751,DB00563,DB07232,-12.04264842
METHOTREXATE,BORTEZOMIB,A2058,DB00563,DB00188,-28.03309248
METHOTREXATE,BORTEZOMIB,A2780,DB00563,DB00188,-16.77236772
METHOTREXATE,BORTEZOMIB,A375,DB00563,DB00188,-16.89549853
METHOTREXATE,BORTEZOMIB,CAOV3,DB00563,DB00188,-20.95464613
METHOTREXATE,BORTEZOMIB,DLD1,DB00563,DB00188,-7.44436408
METHOTREXATE,BORTEZOMIB,ES2,DB00563,DB00188,-29.02433517
METHOTREXATE,BORTEZOMIB,HCT116,DB00563,DB00188,-22.5307353
METHOTREXATE,BORTEZOMIB,HT144,DB00563,DB00188,-5.982494958
METHOTREXATE,BORTEZOMIB,HT29,DB00563,DB00188,-16.27108996
METHOTREXATE,BORTEZOMIB,KPL1,DB00563,DB00188,-16.57915115
METHOTREXATE,BORTEZOMIB,LOVO,DB00563,DB00188,-0.275437649
METHOTREXATE,BORTEZOMIB,MDAMB436,DB00563,DB00188,-5.513679445
METHOTREXATE,BORTEZOMIB,NCIH1650,DB00563,DB00188,-28.29071378
METHOTREXATE,BORTEZOMIB,NCIH2122,DB00563,DB00188,-21.51142905
METHOTREXATE,BORTEZOMIB,NCIH23,DB00563,DB00188,-26.14593871
METHOTREXATE,BORTEZOMIB,NCIH460,DB00563,DB00188,-27.71638468
METHOTREXATE,BORTEZOMIB,NCIH520,DB00563,DB00188,-34.76633177
METHOTREXATE,BORTEZOMIB,OV90,DB00563,DB00188,-3.102671676
METHOTREXATE,BORTEZOMIB,RKO,DB00563,DB00188,-29.13647934
METHOTREXATE,BORTEZOMIB,RPMI7951,DB00563,DB00188,-13.87181589
METHOTREXATE,BORTEZOMIB,SKMEL30,DB00563,DB00188,-13.33685328
METHOTREXATE,BORTEZOMIB,SKMES1,DB00563,DB00188,-13.25514519
METHOTREXATE,BORTEZOMIB,SKOV3,DB00563,DB00188,-2.255752794
METHOTREXATE,BORTEZOMIB,SW620,DB00563,DB00188,-11.8587952
METHOTREXATE,BORTEZOMIB,SW837,DB00563,DB00188,-1.299961385
METHOTREXATE,BORTEZOMIB,T47D,DB00563,DB00188,-34.99574126
METHOTREXATE,BORTEZOMIB,UACC62,DB00563,DB00188,-18.47629284
METHOTREXATE,BORTEZOMIB,VCAP,DB00563,DB00188,-17.65193314
METHOTREXATE,BORTEZOMIB,ZR751,DB00563,DB00188,-39.87206359
METHOTREXATE,DASATINIB,A2058,DB00563,DB01254,-9.892372863
METHOTREXATE,DASATINIB,A2780,DB00563,DB01254,5.854287038
METHOTREXATE,DASATINIB,A375,DB00563,DB01254,-11.07887222
METHOTREXATE,DASATINIB,CAOV3,DB00563,DB01254,-9.673984038
METHOTREXATE,DASATINIB,DLD1,DB00563,DB01254,-7.324625333
METHOTREXATE,DASATINIB,ES2,DB00563,DB01254,14.4090108
METHOTREXATE,DASATINIB,HCT116,DB00563,DB01254,-35.35244429
METHOTREXATE,DASATINIB,HT144,DB00563,DB01254,-34.24175021
METHOTREXATE,DASATINIB,HT29,DB00563,DB01254,-14.45011672
METHOTREXATE,DASATINIB,KPL1,DB00563,DB01254,-4.338523753
METHOTREXATE,DASATINIB,LOVO,DB00563,DB01254,10.30840849
METHOTREXATE,DASATINIB,MDAMB436,DB00563,DB01254,-2.64840768
METHOTREXATE,DASATINIB,NCIH1650,DB00563,DB01254,7.539665511
METHOTREXATE,DASATINIB,NCIH2122,DB00563,DB01254,13.97280804
METHOTREXATE,DASATINIB,NCIH23,DB00563,DB01254,-16.42572955
METHOTREXATE,DASATINIB,NCIH460,DB00563,DB01254,-21.19265745
METHOTREXATE,DASATINIB,NCIH520,DB00563,DB01254,-1.137888445
METHOTREXATE,DASATINIB,OV90,DB00563,DB01254,-1.60676291
METHOTREXATE,DASATINIB,RKO,DB00563,DB01254,-25.01685668
METHOTREXATE,DASATINIB,RPMI7951,DB00563,DB01254,-24.52559262
METHOTREXATE,DASATINIB,SKMEL30,DB00563,DB01254,-31.23841483
METHOTREXATE,DASATINIB,SKMES1,DB00563,DB01254,-16.56254524
METHOTREXATE,DASATINIB,SKOV3,DB00563,DB01254,-3.191177964
METHOTREXATE,DASATINIB,SW620,DB00563,DB01254,-2.862696239
METHOTREXATE,DASATINIB,SW837,DB00563,DB01254,1.395049995
METHOTREXATE,DASATINIB,T47D,DB00563,DB01254,3.41924118
